Barkod,Kore Trendleri,Kategori,Marka,UrunAdi,psf,indirimli fiyat,Stok
8809487044406,,Saç Bakımı,Nard,"Professional Curling Essence (Profesyonel Bukle
 Belirginleştirici Saç Esansı) 150 ml",501.00,351.00,0
8809487043546,,Mask Bar,Nard,Intensive Hair Pack (Yoğun Saç Bakım Maskesi) 200 ml,600.00,420.00,0
8809487046585,,Saç Bakımı,Nard,"Black Seed Hair Loss Care Tonic (Çörek Otu Özlü Saç
 Dökülmesi Karşıtı Tonik) 200 ml x 2 adet",801.00,561.00,0
8809487046530,,Saç Bakımı,Nard,"Black Seed Hair Loss Care Shampoo (Çörek Otu Özlü Saç
 Dökülmesi Karşıtı Şampuan) 1L",990.00,693.00,0
8809851343838,,Saç Bakımı,Nard,"Caffeine Hair Loss Care Shampoo (Kafeinli Saç Dökülmesi
 Karşıtı Şampuan) 1L",900.00,630.00,0
8809487043522,,Saç Bakımı,Nard,"Hair Loss Control Tonic (Saç Dökülmesini Önleyici Tonik)
 200 ml",390.00,273.00,0
8809487042631,,Saç Bakımı,Nard,"Rich Argan Hair Essence Oil (Zengin Argan İçerikli Saç
 Bakım Yağı) 100 ml",600.00,420.00,0
8809487042495,,Saç Bakımı,Nard,Hair Plus Water Treatment (Su Bazlı Saç Kremi) 200 ml,600.00,420.00,0
8809851348420,Kore Trendleri,Saç Bakımı,Nard,Damage RX Treatment (Hasar Onarıcı Saç Kremi) 500ml,690.00,483.00,400
8809851348307,,Saç Bakımı,Nard,"Damage RX Intensive Treatment (Hasar Onarıcı Yoğun Bakım Saç
 Kremi) 180ml",600.00,420.00,0
8809851348871,,Saç Bakımı,Nard,"Damage RX Water Treatment (Damage RX Hasar Onarmaya
 Yardımcı Su Bazlı Saç Bakım Kremi) 150 ml",795.00,557.00,0
8809851348284,,Saç Bakımı,Nard,"Damage RX Hair Serum (Hasar Karşıtı Damage RX Saç
 Serumu) 70 ml",600.00,420.00,0
8809851348314,Kore Trendleri,Saç Bakımı,Nard,"Damage RX Curl Cream (Hasar Karşıtı Damage RX Bukle
 Saç Kremi) 100 ml",600.00,420.00,300
8809851347683,,Saç Bakımı,Nard,"Repairing Perfumed Treatment Fresh Lavender (Ferahlatıcı
 Lavanta Özlü Onarmaya Yardımcı Saç Bakım Kremi) 1L",795.00,557.00,0
8809851340776,,Saç Bakımı,Nard,"Cooling Hair Loss Care Shampoo 500ml (Saç Dökülmesine
 Karşı Serinletici Şampuan) 500 ml",600.00,420.00,0
8809851341391,,Saç Bakımı,Nard,"Argan Oil Damage Care Shampoo (Argan Yağı İçeren Hasar
 Görmüş Saçlara Özel Şampuan) 1,5L",930.00,651.00,0
8809851347669,,Saç Bakımı,Nard,"Refresh Perfumed Shampoo Fresh Lavender (Ferahlatıcı Taze
 Lavanta Saç Bakım Şampuanı) 1L",750.00,525.00,0
8809487049647,,Saç Bakımı,Nard,"Treatment Tangerine Eucalyptus (Mandalina & Okaliptüs
 Özlü Saç Kremi) 500 ml",600.00,420.00,0
8809487044079,Kore Trendleri,Cilt Bakımı,Nard,"Mild Deep Moisture Ceramide Cream (Hassas Ciltler için
 Seramid İçerikli Nemlendirici Krem) 160 ml",690.00,483.00,400
8809851344880,,Cilt Bakımı,Nard,"Charcoal Pore Vacuum Cleansing Foam (Kömür Özlü
 Gözenekleri Arındırıan Yüz Temizleme Köpüğü) 500 ml",690.00,483.00,0
8809851344903,,Cilt Bakımı,Nard,"Rice Bran Brightening Cleansing Foam (Pirinç Kepeği Özlü
 Aydınlatıcı Temizleme Köpüğü) 500 ml",600.00,420.00,0
8809851342244,,Mask Bar,Nard,"Tea Tree Calming Moisture Maskpack (Çay Ağacı Özlü
 Yatıştırıcı ve Nemlendirici Yüz Maskesi Paketi)","1,185.00",830.00,0
8809851343555,,Cilt Bakımı,Nard,"Low Molecule Hyaluronic Acid Toner (Düşük Moleküllü
 Hyaluronik Asit Tonik) 500 ml x 2",990.00,693.00,0
8809487046622,,Kişisel Bakım,Nard,"Mild Brightening Peeling Gel (Hassas Ciltler için Aydınlatıcı
 Arındırıcı Peeling Jel) 150 ml",600.00,420.00,0
8809851345764,,Cilt Bakımı,Nard,"Intensive Eyelash Serum (Yoğun Kirpik Güçlendirici
 Serum) 17 gr",390.00,273.00,0
8809851348437,,Cilt Bakımı,Medisure,RXcne 7-Day Terminate Toner (7 Günde Akneyi Azaltmaya Yardımcı Etkili Tonik) 150 ml,720.00,504.00,10
8809851349502,,Cilt Bakımı,Medisure,"RXcne Blemish Terminate Balm (Lekeyi ve Akneyi Azaltmaya
 Yardımcı Etkili Balm) 40 ml","1,080.00",756.00,10
8809487045120,,Saç Bakımı,Medisure,"Hair Loss Control Shampoo (Saç Dökülmesi Karşıtı Şampuan)
 1L","1,440.00","1,008.00",0
8809487045106,,Saç Bakımı,Medisure,"Hair Loss Control Treatment (Saç Dökülmesi Karşıtı Saç
 Bakım Kremi) 1L","1,080.00",756.00,0
8809851340684,,Makyaj,Bouquet Garni,"Blursome Velvet Tint #01 Cherry Addiction (Bouquet
 Garni Kiraz Kırmızısı Pürüzsüz Kadife Ruj)",450.00,315.00,0
8809851340691,,Makyaj,Bouquet Garni,"Blursome Velvet Tint #02 Red Vibe - 
 Çekici Kırmızı Pürüzsüz Kadife Ruj #02",450.00,315.00,0
8809851340707,,Makyaj,Bouquet Garni,"Blursome Velvet Tint #03 Chili Moment - 
 Ateşli Chili Pürüzsüz Kadife Ruj #03",450.00,315.00,0
8809851340714,,Makyaj,Bouquet Garni,"Blursome Velvet Tint #04 Ginger Brown - 
 Narin Kahve Tonu Pürüzsüz Kadife Ruj #04",450.00,315.00,0
8809851340721,,Makyaj,Bouquet Garni,"Blursome Velvet Tint #05 Sunset Coral - 
 Günbatımı Şeftali Rüyası Pürüzsüz Kadife Ruj #05",450.00,315.00,0
8809851340738,,Makyaj,Bouquet Garni,"Blursome Velvet Tint #06 Pink Muhly - 
 Muhly Pembesi Pürüzsüz Kadife Ruj #06",450.00,315.00,0
8809851346587,,Makyaj,Bouquet Garni,"Blursome Velvet Tint #07 More than Pink - Bouquet
 Garni Pembenin Asaleti Pürüzsüz Kadife Ruj #07",450.00,315.00,0
8809851346594,,Makyaj,Bouquet Garni,"Blursome Velvet Tint #08 Red Signal - 
 Kırmızı Bayrak Pürüzsüz Kadife Ruj #08",450.00,315.00,0
8809851346600,,Makyaj,Bouquet Garni,"Blursome Velvet Tint #09 Berry Plum - 
 Orman Meyvesi Mürdümü Pürüzsüz Kadife Ruj #09",450.00,315.00,0
8809851347027,,Makyaj,Bouquet Garni,"Glam Dew Tint #01 Peach Ade - Işıltılı
 Şeftali Parlak ve Dolgunlaştırıcı Ruj #01",450.00,315.00,0
8809851347034,,Makyaj,Bouquet Garni,"Glam Dew Tint #02 Coral Crush - 
 Parıldayan Mercan Parlak ve Dolgunlaştırıcı Ruj #02",450.00,315.00,0
8809851347058,,Makyaj,Bouquet Garni,"Glam Dew Tint #04 Rusty Chili - Sıcak
 Kızıl Işıltı Parlak ve Dolgunlaştırıcı Ruj #04",450.00,315.00,0
8809851347065,,Makyaj,Bouquet Garni,"Glam Dew Tint #05 Pink Potion - Işıltılı
 Pembe İksir Parlak ve Dolgunlaştırıcı Ruj #05",450.00,315.00,0
8809851347089,,Makyaj,Bouquet Garni,"Glam Dew Tint #07 Dusty Rose - Toz
 Pembe Gül Parlak ve Dolgunlaştırıcı Ruj #07",450.00,315.00,0
8809851347096,,Makyaj,Bouquet Garni,"Glam Dew Tint #08 Red Sangria - Kırmızı
 Sangria Işıltısı Parlak ve Dolgunlaştırıcı Ruj #08",450.00,315.00,0
8809851346372,,Makyaj,Bouquet Garni,"Auto Slim Eye Brow Pencil Dark Brown - 
 Koyu Kahve Otomatik İnce Kaş Kalemi",210.00,147.00,0
8809851346396,,Makyaj,Bouquet Garni,"Auto Slim Eye Brow Pencil Natural Brown - Bouquet
 Garni Doğal Kahve Otomatik İnce Kaş Kalemi",210.00,147.00,0
8809851346419,,Makyaj,Bouquet Garni,"Auto Slim Eye Brow Pencil Light Brown - 
 Açık Kahve Otomatik İnce Kaş Kalemi",210.00,147.00,0
8809851346259,,Makyaj,Bouquet Garni,"Edge Proof Pen Eyeliner Deep Black - 
 Edge Proof Dağılmayan Kömür Siyahı Keçe Uçlu Eyeliner",270.00,189.00,0
8809851346273,,Makyaj,Bouquet Garni,"Edge Proof Pen Eyeliner Deep Brown - 
 Edge Proof Dağılmayan Koyu Kahve Keçe Uçlu Eyeliner",285.00,200.00,0
8809487044444,,Makyaj,Bouquet Garni,"Sugar Body Scrub White Musk - Beyaz
 Misk Kokulu Şekerli Vücut Peelingi 500g","1,080.00",756.00,0
8809487042051,,Bebek ve Çocuk Bakımı,Bouquet Garni,"Fragranced Hair & Body Mist Baby Powder - Bouquet
 Garni Bebek Pudrası Kokulu Saç ve Vücut Spreyi 145 ml",414.00,290.00,0
8809851342763,,Kişisel Bakım,Bouquet Garni,"Fragranced Body Mist Wedding Bride - 
 Wedding Bride Parfümlü Vücut Spreyi 145 ml",414.00,290.00,0
8809487042167,,Bebek ve Çocuk Bakımı,Bouquet Garni,"Fragranced Hand Cream Baby Powder - 
 Bebek Pudrası Kokulu El Kremi 50 g",241.00,169.00,0
8809487040972,,Kişisel Bakım,Bouquet Garni,"Fragranced Hand Cream Cherry Blossom - Bouquet
 Garni Kiraz Çiçeği Kokulu El Kremi 50 g",288.00,202.00,0
8803463006396,,Cilt Bakımı,VT,Reti-A Reedle Shot 100 – Retinol Mikro İğne Bakım 50 ml,"3,119.00","2,183.00",0
8803463006143,,Mask Bar,VT,Cica Modeling Pack – Sakinleştirici Maske 25G,319.00,223.00,0
8803463007386,,Mask Bar,VT,Reti-A Reedle Shot & Hydrogel Mask / Gözenek Sıkılaştırıcı ve Pürüzsüzleştirici Retinol Maske,455.00,319.00,0
8809559624031,,Mask Bar,VT,Spot Patch / Cilt Koruyucu Sivilce Bandı - 48 Adet,455.00,319.00,0
8803463007416,,Mask Bar,VT,Collagen Reedle Shot 100 2 step Mask / Kolajen Reedle Shot 100 2 Aşamalı Sıkılaştırıcı Maske,455.00,319.00,0
8803463007379,,Mask Bar,VT,Hydrop Reedle Shot Aqua Hydrogel Mask / Hydrop Reedle Shot Aqua Hydrogel Mask,455.00,319.00,0
8803463007362,,Mask Bar,VT,Pro Cica Reedle Shot 100 2 Step Hydrogel Mask / Yoğun Yatıştırıcı ve Onarıcı Maske,455.00,319.00,0
8803463007409,,Mask Bar,VT,Vita-Light Reedle Shot 100 2 Step Hydrogel Mask / Vita-Light Işıltı Veren 2 Adımlı Maske,455.00,319.00,0
8806164159682,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Pumpkin Latte,639.00,447.00,0
8806164130902,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Selfie Orange,639.00,447.00,0
8806164172179,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Blueberry Milk,639.00,447.00,0
8806164174234,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Bae Pink,639.00,447.00,0
8806164134092,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Naked Brown ( Shading ),639.00,447.00,0
8806164132456,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Mandarine Kiss,639.00,447.00,0
8806164132470,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Orchid Rumor,639.00,447.00,0
8806164152225,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Sunshine Coral,639.00,447.00,0
8806164169797,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Mango Peach,639.00,447.00,0
8806164132449,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Bubblegum Pink,639.00,447.00,0
8806164155561,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Yogurt Pink,639.00,447.00,0
8806164132463,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Naked Peach,639.00,447.00,0
8806164147375,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Baby Coral,639.00,447.00,0
8806164155554,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Rose Ribbon,639.00,447.00,0
8806164130919,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Dragon Red,639.00,447.00,0
8806164166970,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Desert Peach,639.00,447.00,0
8806164174227,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Day Nude,639.00,447.00,0
8806164159675,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Persimmon Juice,639.00,447.00,0
8806164172186,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Pastel Rosy,639.00,447.00,0
8806164159705,,Makyaj,The Seam,Sebum Kontrolü Sağlayan Tekli Toz Allık  Cloudy Brown ( Shading ),639.00,447.00,0
8806164107997,,Makyaj,The Seam,Uzun Süre Kalıcı Likit Kapatıcı Cover Perfection Tip Concealer - Rich Beige 2,639.00,447.00,0
8806164136782,,Makyaj,The Seam,Uzun Süre Kalıcı Likit Kapatıcı Cover Perfection Tip Concealer - Brightener,639.00,447.00,0
8806164136799,,Makyaj,The Seam,Uzun Süre Kalıcı Likit Kapatıcı Cover Perfection Tip Concealer - Contour Beige,639.00,447.00,0
8806164166512,,Makyaj,The Seam,Uzun Süre Kalıcı Likit Kapatıcı Cover Perfection Tip Concealer - 2.75 Deep,639.00,447.00,0
8806164165270,,Makyaj,The Seam,Uzun Süre Kalıcı Likit Kapatıcı Cover Perfection Tip Concealer Green Beige,639.00,447.00,0
8806164136683,,Makyaj,The Seam,Saemmul Wood Doğal Görünüm Sunan Kaş Kalemi - Gray Brown,207.00,145.00,0
8806164136706,,Makyaj,The Seam,Saemmul Wood Doğal Görünüm Sunan Kaş Kalemi - Black,207.00,145.00,0
8806164136676,,Makyaj,The Seam,Saemmul Wood Doğal Görünüm Sunan Kaş Kalemi - Brown,207.00,145.00,0
8806164136690,,Makyaj,The Seam,Saemmul Wood Doğal Görünüm Sunan Kaş Kalemi - Black Brown,207.00,145.00,0
8806164154830,,Makyaj,The Seam,Saemmul Artlook Doğal Görünüm Sunan Açılı Kaş Kalemi - Gray Brown,239.00,167.00,0
8806164161715,,Makyaj,The Seam,Saemmul Artlook Doğal Görünüm Sunan Açılı Kaş Kalemi - Ash Brown,239.00,167.00,0
8806164154816,,Makyaj,The Seam,Saemmul Artlook Doğal Görünüm Sunan Açılı Kaş Kalemi - Brown,239.00,167.00,0
8806164154823,,Makyaj,The Seam,Saemmul Artlook Doğal Görünüm Sunan Açılı Kaş Kalemi - Deep Brown,239.00,167.00,0
8806164151273,,Makyaj,The Seam,Saemmul Mousse Candy Nem Sağlayan Köpük Yapılı Tint 10 gr - Dark Cherry Mousse,535.00,375.00,0
8806164146415,,Makyaj,The Seam,Saemmul Mousse Candy Nem Sağlayan Köpük Yapılı Tint 10 gr - Strawberry Mousse,535.00,375.00,0
8806164151297,,Makyaj,The Seam,Saemmul Mousse Candy Nem Sağlayan Köpük Yapılı Tint 10 gr - Peanut Mousse,535.00,375.00,0
8806164151266,,Makyaj,The Seam,Saemmul Mousse Candy Nem Sağlayan Köpük Yapılı Tint 10 gr - Chaitea Mousse,535.00,375.00,0
8806164146439,,Makyaj,The Seam,Saemmul Mousse Candy Nem Sağlayan Köpük Yapılı Tint 10 gr - Grapefruit Mousse,535.00,375.00,0
8806164146408,,Makyaj,The Seam,Saemmul Mousse Candy Nem Sağlayan Köpük Yapılı Tint 10 gr - Redmango Mousse,535.00,375.00,0
8806164154717,,Makyaj,The Seam,Saemmul Mousse Candy Nem Sağlayan Köpük Yapılı Tint 10 gr - Apple Mousse,535.00,375.00,0
8806164172377,,Cilt Bakımı,The Seam,Eco Earth Suya Dayanıklı Yüz & Vücut Güneş Kremi SPF 50+ PA++++ 100 gr,"1,247.00",873.00,0
8806164176986,,Cilt Bakımı,The Seam,Eco Earth Hafif Yapılı Güneş Kremi - Light Sun Cream SPF 50+ ve PA++++ 50 gr,775.00,543.00,0
8806164177129,,Cilt Bakımı,The Seam,Eco Earth Cica Özlü Sakinleştirici Etkili Güneş Kremi - Cica Sun Cream SPF 50+ PA++++ 50 gr,775.00,543.00,0
8806164175743,,Cilt Bakımı,The Seam,Eco Earth Ton Dengeleyici Işıltı Veren Güneş Kremi - Pembe Pink Sun Cream SPF 50+ PA++++ 50 gr,775.00,543.00,0
8806164171974,,Cilt Bakımı,The Seam,Eco Earth Suya Dayanıklı Güneş Kremi SPF 50+ PA++++ 50 gr,"1,167.00",817.00,0
8806164141663,,Cilt Bakımı,The Seam,Iceland Hydrating Göz Çevresi İçin Nemlendirici Stick 7 gr,615.00,431.00,0
8806164148990,,Makyaj,The Seam,Saemmul 3D Slim Üç Boyutlu Ultra İnce Rimel - Siyah,583.00,408.00,0
8806164164297,,Makyaj,The Seam,Dolgun Görünüm Sağlayan Nemlendirici Dudak Yağı Eco Soul Lip Oil - Berry 6 ml,623.00,436.00,0
8806164160749,,Makyaj,The Seam,Saemmul Perfect Pore BB Krem SPF30 PA++ Light Beige 30 ml,583.00,408.00,0
8806164160879,,Makyaj,The Seam,Saemmul Airy Cotton Hafif Yapılı Mat Bitişli Fondöten - Natural Beige 30 ml,623.00,436.00,0
8806164160862,,Makyaj,The Seam,Saemmul Airy Cotton Hafif Yapılı Mat Bitişli Fondöten - Light Beige 30 ml,623.00,436.00,0
8806164179048,,Cilt Bakımı,The Seam,Urban Eco Golden Berry C Leke Karşıtı Tonik Paketi 230 ml,"2,183.00","1,528.00",0
8806164170731,,Makyaj,The Seam,Manuka Balı ve Yulaf Ezmesi Özü İçeren Dudak Bakım Kremi 10 ml,471.00,330.00,0
8806164170779,,Makyaj,The Seam,Manuka Balı ve Yulaf Ezmesi Özü İçeren Dudak Peelingi 7 ml,471.00,330.00,0
8806164147269,,Makyaj,The Seam,Saemmul Jelly Candy Nem Sağlayan Parlak Görünümlü Tint - 01 Pomegranate,471.00,330.00,0
8806164143810,,Makyaj,The Seam,Saemmul Water Candy Tint - Nem Sağlayan Parlak Görünümlü Tint - Apple 10 gr,447.00,313.00,0
8806164143841,,Makyaj,The Seam,Saemmul Water Candy Tint - Nem Sağlayan Parlak Görünümlü Tint Watermelon 10 gr,447.00,313.00,0
8806164143827,,Makyaj,The Seam,Saemmul Water Candy Tint - Nem Sağlayan Parlak Görünümlü Tint Redmango 10 gr,447.00,313.00,0
8806164143803,,Makyaj,The Seam,Saemmul Water Candy Tint - Nem Sağlayan Parlak Görünümlü Tint Cherry 10 gr,447.00,313.00,0
8806164149027,,Makyaj,The Seam,Uzun Süre Kalıcı Süper İnce Eyeliner - Teddy Brown,623.00,436.00,0
8806164149003,,Makyaj,The Seam,Uzun Süre Kalıcı Süper İnce Eyeliner - Black,623.00,436.00,0
8806164149072,,Makyaj,The Seam,Uzun Süre Kalıcı Süper İnce Eyeliner - Choco Brown,623.00,436.00,0
8806164155578,,Makyaj,The Seam,Uzun Süre Kalıcı Süper İnce Eyeliner - Ash Black,623.00,436.00,0
8806164179833,,Makyaj,The Seam,Cover Perfection Triple Pot 3'lü Kontür Paleti - 02 Contour Beige,935.00,655.00,0
8806164178300,,Makyaj,The Seam,"Vegan Cover Perfection Sebum Kontrolü Sağlayan Kapatıcı Etkili Cushion 1,5 Natural Beige SPF50+ PA++++ (İç Yedeği ile Beraber Set) 12 gr","2,407.00","1,685.00",0
8806164184080,,Makyaj,The Seam,Jelly Blusher - Jel Allık - OR01 Dazzling Orange,759.00,531.00,0
8806164184127,,Makyaj,The Seam,Jelly Blusher - Jel Allık - PK01 Sweet Petal,759.00,531.00,0
8806164184110,,Makyaj,The Seam,Jelly Blusher - Jel Allık - PP01 Milky Mauve,759.00,531.00,0
8806164184134,,Makyaj,The Seam,Jelly Blusher - Jel Allık - CR01 Peach Crush,759.00,531.00,0
8806164184103,,Makyaj,The Seam,Jelly Blusher - Jel Allık - PK02 Scarlet Pink,759.00,531.00,0
8806164184097,,Makyaj,The Seam,Jelly Blusher - Jel Allık - PP02 Baby Lavender,759.00,531.00,0
8806164183694,,Makyaj,The Seam,Saemmy's Syrup Shot Melting Balm / Nemlendirici ve Parlatıcı Etkili Dudak Balmı - 02 Peach Coat,"1,079.00",755.00,0
8806164183717,,Makyaj,The Seam,Saemmy's Syrup Shot Melting Balm / Nemlendirici ve Parlatıcı Etkili Dudak Balmı - 04 Grape Jam,"1,079.00",755.00,0
8806164183724,,Makyaj,The Seam,Saemmy's Syrup Shot Melting Balm / Nemlendirici ve Parlatıcı Etkili Dudak Balmı - 05 Fig Muhly,"1,079.00",755.00,0
8806164183779,,Makyaj,The Seam,Saemmy's Ade Shot Tint - Buzlu Cam Görünümlü Tint - 01 Grapefruit honey,807.00,565.00,0
8806164183786,,Makyaj,The Seam,Saemmy's Ade Shot Tint - Buzlu Cam Görünümlü Tint - 02 Peach Oolong,807.00,565.00,0
8806164183793,,Makyaj,The Seam,Saemmy's Ade Shot Tint - Buzlu Cam Görünümlü Tint - 03 Lychee Chamomile,807.00,565.00,0
8806164161753,,Makyaj,The Seam,Eco Soul Pencil & Powder Dual/ 2’si 1 Arada Kaş Kalemi - 04 Medium Brown,551.00,386.00,0
8806164167373,,Makyaj,The Seam,Kissholic Lipstick Intense/ Yoğun Pigmentli Parlak Kalıcı Ruj - PK09 Blooming Pansy,"1,015.00",711.00,0
8806164167427,,Makyaj,The Seam,Kissholic Lipstick Intense/ Yoğun Pigmentli Parlak Kalıcı Ruj - OR05 Dry Orange,"1,015.00",711.00,0
8806164167298,,Makyaj,The Seam,Kissholic Lipstick Intense/ Yoğun Pigmentli Parlak Kalıcı Ruj - BE06 Desert Sand,"1,015.00",711.00,0
8806164167168,,Makyaj,The Seam,Kissholic Lipstick Matte/ Uzun Süre Dayanıklı Kadife Bitişli Mat Ruj - PK07 Specially Pink,"1,015.00",711.00,0
8806164167151,,Makyaj,The Seam,Kissholic Lipstick Matte/ Uzun Süre Dayanıklı Kadife Bitişli Mat Ruj - PK04 My Lady,"1,015.00",711.00,0
8806164167229,,Makyaj,The Seam,Kissholic Lipstick Matte/ Uzun Süre Dayanıklı Kadife Bitişli Mat Ruj - OR04 Grapefruit Blended,"1,015.00",711.00,0
8806164167144,,Makyaj,The Seam,Kissholic Lipstick Matte/ Uzun Süre Dayanıklı Kadife Bitişli Mat Ruj - CR07 Naked Coral,"1,015.00",711.00,0
8806164160763,,Makyaj,The Seam,Saemmul Perfect Pore Primer/ Tüm Ciltler İçin Uygun Mineral İçerikli Primer,623.00,436.00,0
8806164182451,,Makyaj,The Seam,Perfect Glam Stick Blusher/ Doğal Görünüm Veren Stick Allık - PK01 Pink Fairy,935.00,655.00,0
8806164182475,,Makyaj,The Seam,Perfect Glam Stick Blusher/ Doğal Görünüm Veren Stick Allık - WH01 Aurora Wave,935.00,655.00,0
8806164185148,,Makyaj,The Seam,Iceland Hydrating Peptide Eye Stick / Göz Çevresi ve Dudak için Peptid Nemlendirici Stick,615.00,431.00,0
8806164185506,,Makyaj,The Seam,Saemmul Candy Syrup Gloss - Dudakları Dolgunlaştıran Lip Gloss - 01 Guava Syrup,887.00,621.00,0
8806164185513,,Makyaj,The Seam,Saemmul Candy Syrup Gloss - Dudakları Dolgunlaştıran Lip Gloss - 02 Cherry Syrup,887.00,621.00,0
8806164185520,,Makyaj,The Seam,Saemmul Candy Syrup Gloss - Dudakları Dolgunlaştıran Lip Gloss - 03 Mulberry Syrup,887.00,621.00,0
8806164184875,,Makyaj,The Seam,"Saemmy's Crema Velvet Tint - Kadife Bitişli, Doğal Görünüm ve Yoğun Renk Sunan Tint - 01 Caramel Whip",887.00,621.00,0
8806164184882,,Makyaj,The Seam,"Saemmy's Crema Velvet Tint - Kadife Bitişli, Doğal Görünüm ve Yoğun Renk Sunan Tint - 02 Rose Presso",887.00,621.00,0
8806164184899,,Makyaj,The Seam,"Saemmy's Crema Velvet Tint - Kadife Bitişli, Doğal Görünüm ve Yoğun Renk Sunan Tint - 03 Peach Brew",887.00,621.00,0
8806164184905,,Makyaj,The Seam,"Saemmy's Crema Velvet Tint - Kadife Bitişli, Doğal Görünüm ve Yoğun Renk Sunan Tint - 04 Apple Bianco",887.00,621.00,0
8806164184912,,Makyaj,The Seam,"Saemmy's Crema Velvet Tint - Kadife Bitişli, Doğal Görünüm ve Yoğun Renk Sunan Tint - 05 Berry Foam",887.00,621.00,0
8806164184929,,Makyaj,The Seam,"Saemmy's Crema Velvet Tint - Kadife Bitişli, Doğal Görünüm ve Yoğun Renk Sunan Tint - 06 Cherry Topping",887.00,621.00,0
8806164184240,,Cilt Bakımı,The Seam,Urban Eco Golden Berry C Toning Water 160 ml,"1,871.00","1,310.00",0
8806164182093,,Cilt Bakımı,The Seam,Urban Eco Golden Berry C Ampoule 50 ml,"2,959.00","2,071.00",0
8806164181881,,Cilt Bakımı,The Seam,Urban Eco Golden Berry C Cleansing Foam 150 ml,935.00,655.00,0
8806164181911,,Makyaj,The Seam,Cover Perfection Triple Pot 3'lü Kapatıcı Paleti - 04 Tone Up Beige,935.00,655.00,0
8806164184646,,Makyaj,The Seam,Cover Perfection Triple Pot 3'lü Kapatıcı Paleti - 05 Dark Up Beige,935.00,655.00,0
8806164171981,,Cilt Bakımı,The Seam,Eco Earth Suya Dayanıklı Güneş Koruyucu Waterproof Sun Stick SPF 50+ ve PA++++ Makyaj Altı ve Üstü 17 gr,959.00,671.00,0
8806164164280,,Makyaj,The Seam,Eco Soul Dolgun Görünüm Sağlayan Nemlendirici Dudak Yağı - Honey 6 ml,623.00,436.00,0
8806164125731,,Cilt Bakımı,The Seam,Baobab Ağacı Özü ve Kolajen İçeren Nemlendirici Sıkılaştırıcı Krem 100 ml,807.00,565.00,0
8806164175057,,Cilt Bakımı,The Seam,Artemisia İçeren Yatıştırıcı ve Nemlendirici Krem - Artemisia Steam Cream 100 ml,807.00,565.00,0
8806164174166,,Cilt Bakımı,The Seam,Eco Earth Güneş Koruyucu Aqua Sun Stick SPF50+ PA++++ Makyaj Altı ve Üstü 22 gr,959.00,671.00,0
8806164183519,,Makyaj,The Seam,Drop Be Colors Cover Pick Foundation /Tüm Ciltlere Özel Yüksek Kapatıcılık Özellikli Fondöten- 1.5 Natural Beige,791.00,554.00,0
8806164183588,,Makyaj,The Seam,Eco Soul Shine Lip Gloss/Işıltılı Dudak Parlatıcısı - PK01 Sugar Pink,799.00,559.00,0
8806164183571,,Makyaj,The Seam,Eco Soul Shine Lip Gloss/Işıltılı Dudak Parlatıcısı - CR01 Coral Nectar,799.00,559.00,0
8806164156353,,Kişisel Bakım,The Seam,Care Plus Silgi Vücut Peeling Spreyi 300 ml,719.00,503.00,0
8809393728001,,Makyaj,Lilybyred,"Glassy Layer Fixing Tint / Parlak, Uzun Süre Kalıcı Tint - 01 Cheeky Peach","1,015.00",711.00,0
8809393728025,,Makyaj,Lilybyred,"Glassy Layer Fixing Tint / Parlak, Uzun Süre Kalıcı Tint - 02 Berry Kitsch","1,015.00",711.00,0
8809716940004,,Makyaj,Lilybyred,"Glassy Layer Fixing Tint / Parlak, Uzun Süre Kalıcı Tint - 03 Kill Me Plum","1,015.00",711.00,0
8809393727998,,Makyaj,Lilybyred,"Glassy Layer Fixing Tint / Parlak, Uzun Süre Kalıcı Tint - 04 Lively Nude","1,015.00",711.00,0
